entity,fmeasure_rel,fmeasure_norel,ndcg,map_rel,map_norel
<http://dbpedia.org/resource/2008_Copa_del_Rey_Final>,0.2833333333333334,0.2833333333333334,0.914856882358379,0.20559523809523808,0.13445767195767194
<http://dbpedia.org/resource/2010_Belgian_Super_Cup>,0.3666666666666667,0.406140350877193,0.9052116356304493,0.25527777777777777,0.2714506172839506
<http://dbpedia.org/resource/2013_Slovak_Cup_Final>,0.3166666666666667,0.3166666666666667,1.0,0.17570767195767198,0.1861904761904762
<http://dbpedia.org/resource/Battle_of_Calicut_(1502)>,0.30000000000000004,0.30000000000000004,0.8115558478722845,0.16821428571428568,0.15206349206349207
<http://dbpedia.org/resource/Battle_of_Cepeda_(1820)>,0.38333333333333336,0.38333333333333336,0.8611375561264455,0.2031481481481481,0.19063492063492063
<http://dbpedia.org/resource/Battle_on_the_Elster>,0.3166666666666667,0.3517543859649123,0.7136540102475308,0.15125,0.20203703703703701
<http://dbpedia.org/resource/Operation_Hump>,0.13333333333333336,0.13333333333333336,0.27267015568947806,0.05277777777777778,0.115
<http://dbpedia.org/resource/Darreh_Dang>,0.15000000000000005,0.18596491228070178,0.45841207143847534,0.031891534391534394,0.06214506172839506
"<http://dbpedia.org/resource/Jalalia,_Khyber_Pakhtunkhwa>",0.06666666666666668,0.06666666666666668,0.44821456061271253,0.011527777777777777,0.027539682539682534
<http://dbpedia.org/resource/Kings_Ripton>,0.2333333333333333,0.25,0.7720617383222416,0.1411111111111111,0.14444444444444446
<http://dbpedia.org/resource/Kotumachagi>,0.05000000000000001,0.05000000000000001,0.06362078819895167,0.01875,0.0375
<http://dbpedia.org/resource/Muławki>,0.08333333333333336,0.0842105263157895,0.15840915256850244,0.02619047619047619,0.018261316872427984
<http://dbpedia.org/resource/Pinnacle_Mountain_(South_Carolina)>,0.15000000000000002,0.15000000000000002,0.5559026721867443,0.08647486772486773,0.03971560846560847
"<http://dbpedia.org/resource/Saint-Raphaël,_Var>",0.08333333333333336,0.16666666666666666,0.16815228646891087,0.013657407407407408,0.0849537037037037
<http://dbpedia.org/resource/Sauxillanges>,0.26666666666666666,0.27280701754385966,0.933745776545611,0.08069444444444444,0.13103835978835982
<http://dbpedia.org/resource/Stara_Bučka>,0.19999999999999998,0.20350877192982456,0.5711601909662336,0.13333333333333333,0.046590241034685474
<http://dbpedia.org/resource/Zarudcze>,0.3666666666666667,0.437719298245614,1.0,0.19537037037037033,0.23871619635508523
<http://dbpedia.org/resource/Amphisbaena_ridleyi>,0.08333333333333336,0.08333333333333336,0.42631008034275625,0.013055555555555555,0.021428571428571432
<http://dbpedia.org/resource/Balanites>,0.48333333333333334,0.48333333333333334,0.914856882358379,0.24700396825396828,0.25785714285714284
<http://dbpedia.org/resource/Bryotropha_plantariella>,0.2833333333333334,0.29122807017543856,0.8268133666517739,0.15722222222222224,0.14273662551440328
<http://dbpedia.org/resource/Hilarographa_excellens>,0.4833333333333334,0.5166666666666667,1.0,0.20792328042328043,0.37578703703703703
<http://dbpedia.org/resource/Inverted_repeat-lacking_clade>,0.5333333333333333,0.537719298245614,0.6410457898283652,0.29416666666666663,0.376494708994709
<http://dbpedia.org/resource/Melaleuca_sheathiana>,0.5666666666666668,0.5666666666666668,0.7104770117651424,0.4176851851851852,0.3049867724867725
<http://dbpedia.org/resource/Pseudanos_trimaculatus>,0.35000000000000003,0.3666666666666667,0.9363792118010483,0.16098544973544976,0.2163425925925926
<http://dbpedia.org/resource/Stemonoporus_laevifolius>,0.3333333333333334,0.3333333333333334,0.5774250016294136,0.235,0.13819444444444443
<http://dbpedia.org/resource/Thaia_saprophytica>,0.38333333333333336,0.38333333333333336,0.9052116356304493,0.20370370370370372,0.2609722222222222
<http://dbpedia.org/resource/Trichoscypha_cavalliensis>,0.46666666666666673,0.46666666666666673,0.7759944384848245,0.3650925925925926,0.26688492063492064
<http://dbpedia.org/resource/392_(album)>,0.3166666666666667,0.3166666666666667,0.6281460426238843,0.10036375661375661,0.1437037037037037
<http://dbpedia.org/resource/Drama_City>,0.2833333333333334,0.368421052631579,0.9363792118010483,0.09192460317460317,0.170326278659612
<http://dbpedia.org/resource/If_(Glasvegas_song)>,0.4166666666666667,0.45029239766081863,0.7104770117651424,0.1800462962962963,0.19252314814814817
<http://dbpedia.org/resource/Intensive_Care_Medicine_(journal)>,0.3833333333333333,0.3833333333333333,1.0,0.236005291005291,0.1614021164021164
<http://dbpedia.org/resource/It's_Still_Rock_and_Roll_to_Me>,0.26666666666666666,0.3338206627680312,0.5774250016294136,0.080244708994709,0.13593474426807758
<http://dbpedia.org/resource/Politiken>,0.13333333333333333,0.13333333333333333,0.3052348839397012,0.10416666666666667,0.017592592592592594
<http://dbpedia.org/resource/Rebel_Love_Song>,0.16666666666666666,0.17563352826510722,0.43621154230977444,0.03194444444444445,0.05988756613756613
<http://dbpedia.org/resource/Terrorist_Threats>,0.20000000000000004,0.20087719298245618,0.6936634693435662,0.07488095238095237,0.15074074074074073
<http://dbpedia.org/resource/Time_(Dave_Clark_album)>,0.3166666666666667,0.3166666666666667,0.6874708847784538,0.2024074074074074,0.08652777777777777
<http://dbpedia.org/resource/Wide_Awake_Drunk>,0.20000000000000004,0.21666666666666667,1.0,0.10293650793650792,0.07805555555555554
<http://dbpedia.org/resource/A._Scott_Sloan>,0.23333333333333336,0.23333333333333336,0.7695261902392829,0.1798280423280423,0.0861111111111111
<http://dbpedia.org/resource/Juhan_Muks>,0.3333333333333334,0.37105263157894736,0.7877736340270853,0.1045701058201058,0.1599103468547913
<http://dbpedia.org/resource/Lucy_Ward_(musician)>,0.18333333333333338,0.18333333333333338,0.0,0.04391534391534391,0.04527777777777778
<http://dbpedia.org/resource/Pe_Maung_Tin>,0.03333333333333334,0.034210526315789476,0.20829366581033182,0.010416666666666666,0.005978835978835979
<http://dbpedia.org/resource/Roque_Ceruti>,0.15000000000000002,0.15263157894736842,0.8611375561264455,0.07154761904761904,0.06382716049382715
<http://dbpedia.org/resource/2013_Gulf_Cup_of_Nations>,0.43333333333333335,0.43333333333333335,0.9305687780632227,0.20236772486772484,0.19433862433862437
<http://dbpedia.org/resource/Battle_of_Sampur>,0.23333333333333336,0.23333333333333336,0.7315449642824575,0.07603174603174602,0.05464285714285714
<http://dbpedia.org/resource/Battle_of_Zacatecas_(1914)>,0.5,0.5,1.0,0.28313492063492063,0.28960978835978834
<http://dbpedia.org/resource/Convoy_HX_156>,0.6166666666666666,0.6166666666666666,0.9305687780632227,0.45705026455026454,0.511547619047619
<http://dbpedia.org/resource/Raid_on_Griessie>,0.13333333333333336,0.13333333333333336,0.7479350596733328,0.044675925925925924,0.034583333333333334
<http://dbpedia.org/resource/Ayrovo>,0.6666666666666666,0.6666666666666666,1.0,0.49830687830687825,0.4388822751322751
<http://dbpedia.org/resource/Fleckistock>,0.25000000000000006,0.25000000000000006,0.8006937664098821,0.1484126984126984,0.10714285714285714
<http://dbpedia.org/resource/Henlow>,0.3666666666666667,0.3666666666666667,0.914856882358379,0.16484126984126982,0.1864153439153439
"<http://dbpedia.org/resource/North_Haledon,_New_Jersey>",0.18333333333333335,0.20000000000000004,0.6059848036189865,0.05518518518518519,0.0638888888888889
<http://dbpedia.org/resource/Tchonoro>,0.3666666666666667,0.3666666666666667,1.0,0.15398148148148147,0.17447089947089944
<http://dbpedia.org/resource/Gerbil_mouse>,0.3333333333333333,0.33596491228070174,0.8318477135310891,0.12319444444444444,0.12822530864197532
<http://dbpedia.org/resource/Gonyosoma_hodgsoni>,0.18333333333333335,0.21666666666666667,0.6154062275862391,0.04148148148148147,0.09595238095238094
<http://dbpedia.org/resource/Lineatriton_orchimelas>,0.3166666666666667,0.3333333333333333,0.8318477135310891,0.1226984126984127,0.2103968253968254
<http://dbpedia.org/resource/Nemapogon_nigralbella>,0.5333333333333333,0.5333333333333333,0.8115558478722845,0.24538359788359787,0.3868849206349206
<http://dbpedia.org/resource/Schistura_jarutanini>,0.30000000000000004,0.3201754385964913,0.685119869332369,0.14267857142857143,0.14980379188712523
<http://dbpedia.org/resource/Can_U_Get_wit_It>,0.2833333333333333,0.3063352826510722,0.8603818544462509,0.13608465608465609,0.1813139329805996
<http://dbpedia.org/resource/Kaalpurush>,0.06666666666666668,0.0842105263157895,0.4775044032080689,0.02777777777777778,0.027685185185185184
<http://dbpedia.org/resource/Silence_Is_Easy_(song)>,0.18333333333333335,0.1905458089668616,0.4526016377006498,0.05507936507936508,0.11888374485596709
<http://dbpedia.org/resource/The_Honolulu_Advertiser>,0.25000000000000006,0.25000000000000006,0.791726719367984,0.167037037037037,0.07435185185185185
<http://dbpedia.org/resource/You_Better_Run>,0.13333333333333336,0.20360623781676415,0.914856882358379,0.05611111111111111,0.0730489417989418
